Transaction ID,Customer Name,Customer Email,Region,Product Category,Product,Quantity,Unit Price,Total Sales,Transaction Date,Payment Method,,,,,,,
f1c9563d-39cb-4c25-806c-08bb1bab52a1,Andrew Rodgers,bellmatthew@yahoo.com,East,Books,Behind,15,323.44,4851.6,28/04/2024,Debit Card,,,,,,,
a9ae1d2d-a9a5-4d1c-a421-4278c803d9b2,Angela Cooper,guerrerokelly@yahoo.com,East,Books,West,13,318.58,4141.54,23/05/2024,Debit Card,,,,,,,
f29b3468-d469-4c93-970e-7dbde4df9835,Angela Douglas,alutz@gmail.com,East,Electronics,Less,19,233.19,4430.61,07/07/2024,Credit Card,,,,,,,
e607524f-47f4-41c7-ac06-8f1784ccd1c6,Angela Wilson,kelly05@crawford.com,East,Electronics,Gun,10,238.52,2385.2,24/08/2024,Credit Card,,,,,,,
15b81e08-4795-40f9-b094-aa06e5d1e680,Anna Rice,victoria50@mccullough.com,East,Furniture,Thousand,2,475.74,951.48,25/03/2024,PayPal,,,,,,,
1db8ad83-51e6-4ee6-940f-267fb89f8a80,Anne Rubio,gonzalezphillip@mathews.com,East,Books,Investment,16,480.48,7687.68,03/04/2024,Debit Card,,,,,,,
6b4939d8-e025-4f81-945c-7ac3e9a88b9b,Anthony Lewis,pinedajames@gmail.com,East,Furniture,Buy,4,98.27,393.08,14/07/2024,Debit Card,,,,,,,
e2e057d4-f0f7-482f-9d1d-e9b8580c2b90,Anthony Rhodes,pking@herrera.com,East,Clothing,Set,18,477.45,8594.1,10/04/2024,Debit Card,,,,,,,
c322881c-a0ad-4223-8e5d-ad4aa9c12100,Anthony Washington,garrett90@wallace-vaughn.org,East,Furniture,Nice,14,239.2,3348.8,13/07/2024,PayPal,,,,,,,
dd07a16f-e7bb-4865-9436-ba87841c7f22,Ashlee Carter,shirleysmith@avila.com,East,Electronics,Group,2,386.33,772.66,28/04/2024,PayPal,,,,,,,
d66ec550-3bd2-4874-b934-54344480f6ae,Ashley White DDS,mclaughlinandrea@villegas.com,East,Electronics,Toward,11,328.42,3612.62,22/06/2024,Bank Transfer,,,,,,,
b44ce855-3db4-4de7-9744-442517902659,Barbara Coleman,jeffrey31@norman.org,East,Food,Surface,2,95.52,191.04,14/05/2024,PayPal,,,,,,,
9db143e9-4058-4a1d-afaf-f8856e58f915,Barbara Taylor,susanvazquez@gmail.com,East,Electronics,Response,9,342.12,3079.08,14/01/2024,Bank Transfer,,,,,,,
b9ea62e1-b0c9-4f55-b4f0-e6087f6014d9,Benjamin Medina,mjohnson@hotmail.com,East,Food,Say,17,24.51,416.67,22/03/2024,Credit Card,,,,,,,
a994c42f-0d43-4d18-bb01-b44f14116e0e,Bradley Potter,lambertvanessa@yahoo.com,East,Food,New,4,362.04,1448.16,08/04/2024,Credit Card,,,,,,,
fc6e38ee-30a7-4512-9144-131444fce62e,Brandon Dickerson,hessjennifer@jones-williams.com,East,Electronics,Offer,9,143.53,1291.77,02/04/2024,PayPal,,,,,,,
0ccbf5d1-ad0b-4813-a5e3-603a36fe1e2f,Brent Young,christopherhorne@ellis-hayes.com,East,Food,Financial,2,401.22,802.44,17/07/2024,Credit Card,,,,,,,
02cf2c5e-dfd1-4417-b31c-28fd746f4412,Brian Bennett,kathleenhayden@gmail.com,East,Clothing,Such,7,412.64,2888.48,16/03/2024,PayPal,,,,,,,
22321ef5-7a0f-47c3-8e05-d996d72dfb36,Brianna Murphy,nrivas@gmail.com,East,Books,Attack,19,157.63,2994.97,30/05/2024,Bank Transfer,,,,,,,
d32ddf62-7777-4d86-885e-f5b903f24492,Brittney Hodges,tstevens@yahoo.com,East,Furniture,Population,12,474.3,5691.6,29/05/2024,Credit Card,,,,,,,
b662c739-2a19-497f-80c6-f177b5bbbf70,Brooke Garcia,iwalters@yahoo.com,East,Electronics,Half,18,34,612,30/07/2024,Credit Card,,,,,,,
fecd7803-7198-4439-8e36-c1ada82afeed,Carlos White,lewiskelli@hotmail.com,East,Books,Second,19,45.8,870.2,22/04/2024,PayPal,,,,,,,
13057b97-c8d4-495b-9ad5-416afc9f3520,Carolyn Lawrence,john75@yahoo.com,East,Food,White,12,140.43,1685.16,06/05/2024,PayPal,,,,,,,
40c59555-1c08-4cc5-b954-653ed08cc05e,Catherine Lopez,smithjudith@gmail.com,East,Books,Think,18,348.36,6270.48,27/06/2024,PayPal,,,,,,,
c3a91223-3ba3-4ce4-aa1a-ab916399af9b,Charles Perry,ronald98@gmail.com,East,Electronics,Thus,12,194.86,2338.32,17/03/2024,Bank Transfer,,,,,,,
ffbeb929-ed17-4f6d-bd93-bcae58f830b4,Chris Meyer,george01@yahoo.com,East,Electronics,Energy,20,34.03,680.6,21/04/2024,Credit Card,,,,,,,
9cd34870-3e67-42a7-981d-5f45e10a0e91,Christopher Freeman,virginiaboyd@carr.com,East,Electronics,Want,14,189.69,2655.66,19/01/2024,Bank Transfer,,,,,,,
dff10267-69f1-43b0-b043-66ec37b3e26e,Christopher Rose II,jennifersnyder@hotmail.com,East,Electronics,Billion,12,252.74,3032.88,04/06/2024,Debit Card,,,,,,,
50493203-42c0-4cd1-8ece-987fade4e556,Christopher Waters,sgraham@hotmail.com,East,Furniture,Machine,1,204.68,204.68,26/04/2024,PayPal,,,,,,,
52cc214a-3d56-4591-a0d0-35a97a79ea2f,Christy Payne,dmacias@gmail.com,East,Books,Production,8,382.55,3060.4,10/02/2024,Bank Transfer,,,,,,,
efe311be-9f08-450f-9fc7-bc95c1957abd,Craig Shaw,nicolefrederick@fox.com,East,Clothing,Main,19,339.77,6455.63,07/02/2024,Credit Card,,,,,,,
b4bd0a71-af52-42d2-9595-ec99be104c45,Cristina Frazier,smithkathryn@hotmail.com,East,Books,Strong,11,460.6,5066.6,22/06/2024,Bank Transfer,,,,,,,
6e96a68b-824e-4dd6-ac31-1c502eb65939,Daisy Ferguson,cruzamy@vincent-scott.com,East,Clothing,Situation,3,224.34,673.02,26/03/2024,Bank Transfer,,,,,,,
4231aaba-5475-4bfa-83be-58773a5d511b,Dalton Wood,megan48@boyer.biz,East,Clothing,Edge,8,9.4,75.2,06/03/2024,Bank Transfer,,,,,,,
8d564a65-ffcc-411c-9c04-8d2d705f553e,Daniel Miller,heather65@hotmail.com,East,Clothing,Although,15,209.31,3139.65,10/03/2024,Debit Card,,,,,,,
da29a82f-db63-47fd-ab54-d18fbbc173f1,David Buchanan,kdrake@martinez.com,East,Clothing,Yard,16,199.48,3191.68,14/07/2024,Debit Card,,,,,,,
1cd41706-704f-4f60-9db0-93d89897b2bb,David Cook,gailhouse@meyers.com,East,Furniture,Administration,2,363.16,726.32,08/04/2024,PayPal,,,,,,,
0dc09c72-5c72-47df-a73f-52221d1f2b17,David Jackson,anthonygrant@hotmail.com,East,Clothing,Least,11,306.37,3370.07,01/03/2024,Debit Card,,,,,,,
19fcbe63-26d7-4256-9834-135565012f66,Deanna Jones,racheljacobs@mcclain.com,East,Clothing,We,6,69.67,418.02,08/06/2024,Bank Transfer,,,,,,,
0beda98c-1cf2-4486-8785-d7d9ed41ac41,Deborah Hobbs,tanya05@higgins.com,East,Books,Board,15,412.8,6192,16/08/2024,Bank Transfer,,,,,,,
47c4a5e1-da2f-408b-946d-63dede839576,Deborah Khan,urodriguez@smith.org,East,Food,Grow,19,201.69,3832.11,07/07/2024,PayPal,,,,,,,
fd731cb2-2846-4364-b0a1-3e1a28cef2de,Denise Riley,susanmorales@contreras.com,East,Electronics,Though,14,228.84,3203.76,12/01/2024,Debit Card,,,,,,,
0a92e2b5-6041-43c6-9e35-42fe92a93d28,Dennis Bradley,nicholas76@walker.com,East,Clothing,Maintain,6,114.34,686.04,11/06/2024,Credit Card,,,,,,,
f8861965-d75f-4626-9234-c702ef85372c,Derek Wilson,rwilliams@hotmail.com,East,Food,Threat,17,324.55,5517.35,27/05/2024,Debit Card,,,,,,,
ac683dc9-e79f-4412-97b3-b795cfc4a9ed,Dominique Smith,jonesamber@yahoo.com,East,Books,Task,4,126.34,505.36,25/07/2024,Credit Card,,,,,,,
2fda606c-411d-4fd8-99c9-c35a6779413f,Donald Yoder,jonesamber@yahoo.com,East,Clothing,Forget,15,203.38,3050.7,16/08/2024,Credit Card,,,,,,,
02e3a7d4-83c7-4a6a-813d-1110bbd0e95a,Donna Silva,elizabethcruz@yahoo.com,East,Clothing,Responsibility,13,162.44,2111.72,23/01/2024,Debit Card,,,,,,,
6f7d2bbf-ad28-4c7f-9cea-b2cb6d5040bf,Douglas Nicholson,meganhamilton@hotmail.com,East,Clothing,Audience,18,280.78,5054.04,24/07/2024,PayPal,,,,,,,
02da6b72-9594-4421-ac71-d11662cdfd11,Dr. Amanda Thomas,obrewer@jones.biz,East,Books,On,5,19.59,97.95,05/08/2024,Bank Transfer,,,,,,,
8d0b3e79-7071-483d-af4c-7cef2ea71349,Dr. Anthony Bailey,stephaniewilliams@hotmail.com,East,Clothing,Crime,8,138.36,1106.88,08/08/2024,PayPal,,,,,,,
721b0ae0-7300-4e5e-aca4-b97ae1f9ab46,Dustin Palmer,angela78@figueroa-dunn.com,East,Books,Buy,4,269.69,1078.76,10/06/2024,Credit Card,,,,,,,
2820ae48-ae96-48c0-834e-7cbf1f23e9cb,Dwayne Pacheco,ghenry@atkinson.net,East,Electronics,Home,18,24.2,435.6,15/08/2024,Debit Card,,,,,,,
24528443-6ab2-4e25-8776-18d7f3ff5642,Edward Anderson,christinejohnson@navarro.com,East,Books,Candidate,3,32.01,96.03,10/05/2024,Bank Transfer,,,,,,,
8c7ea407-868d-4fa8-87c3-1ba8ae026a63,Elijah Cooke,smithfrank@simmons.net,East,Electronics,Pull,9,114.76,1032.84,03/08/2024,Debit Card,,,,,,,
1e70556a-4a91-4fa3-b7da-f6e5f9a43601,Emily Perez,mvalenzuela@foley.com,East,Books,Bring,13,352.24,4579.12,25/07/2024,Bank Transfer,,,,,,,
97e2cbf2-9ffb-470a-b728-743946cd83fb,Emma Davis,johnwilliams@coffey.net,East,Furniture,Result,11,189.93,2089.23,26/01/2024,Bank Transfer,,,,,,,
d58205fc-893f-45f8-8f7e-f58d5a1fd889,Eric Bruce,flemingkylie@gmail.com,East,Food,Nice,16,277.59,4441.44,15/01/2024,Debit Card,,,,,,,
b7310d29-3f6e-4a1a-8143-cb7d3c1ecdc4,Eric Hernandez,marcus68@yahoo.com,East,Clothing,Ok,10,435.11,4351.1,08/05/2024,PayPal,,,,,,,
978e226b-0ed5-48b5-819d-c1dce007a02b,Eric Travis,robertmay@yahoo.com,East,Books,,15,69.7,1045.5,15/08/2024,PayPal,,,,,,,
73f66ded-0937-4cd8-b1e8-3d439ace76a8,Erin Bentley,hallcynthia@boyd.com,East,Food,Build,16,466.9,7470.4,05/01/2024,Bank Transfer,,,,,,,
20628586-6a4d-46c2-9b79-a5db620e7fc3,Erin Kelley,cgarcia@hotmail.com,East,Clothing,Give,13,353.2,4591.6,10/01/2024,PayPal,,,,,,,
03cc7451-8fc8-42d4-bca9-d5af08a67abc,Evan Brown,carl44@yahoo.com,East,Furniture,Meet,9,306.48,2758.32,23/03/2024,Bank Transfer,,,,,,,
f0f4ee8a-aa2f-402f-8b9c-be0686737382,Frances Kim,marytownsend@hotmail.com,East,Electronics,Part,6,255.86,1535.16,03/05/2024,Bank Transfer,,,,,,,
f02908d8-40f8-406a-a252-be9b3eafefa2,Frank Ford,castillocarrie@gmail.com,East,Clothing,Whole,7,274.34,1920.38,01/01/2024,Bank Transfer,,,,,,,
cb78da94-083b-4086-860b-6ffea964a4db,Frank Nguyen,,East,Books,Fund,18,380.31,6845.58,11/01/2024,PayPal,,,,,,,
2071fd74-b110-4dca-bdb2-25fdb7c15c99,Gary Hernandez,annahernandez@gmail.com,East,Furniture,Party,14,58.51,819.14,14/07/2024,PayPal,,,,,,,
bc6bdeb6-d711-4a64-bcec-1625ab436bd4,Gary Ingram,paulmadison@smith.com,East,Books,Old,16,100.42,1606.72,06/07/2024,Bank Transfer,,,,,,,
057fe7af-d525-4ba5-a6b7-ebf31f12d711,Glenn Bell,willistammy@gmail.com,East,Books,Wait,18,486.86,8763.48,12/07/2024,Credit Card,,,,,,,
e85dfe95-36b4-4579-bb40-5e5e51973b54,Gloria Williams,Gloria Williams,East,Books,Thus,13,86.26,1121.38,10/08/2024,PayPal,,,,,,,
fcbc174d-caa4-4002-9cad-92c80a9f748d,Hailey Burke,robertsbrenda@ramirez.info,East,Furniture,Reduce,6,64.12,384.72,10/01/2024,Credit Card,,,,,,,
e300e189-7b81-45c6-9c6a-82640c387c9f,Heather Moore,moorekatelyn@gordon-johnson.info,East,Books,Increase,12,402.17,4826.04,04/01/2024,Debit Card,,,,,,,
df284005-f2f6-4d2d-aff4-60dcc9815622,Heather Thornton,,East,Furniture,College,15,493.96,7409.4,24/07/2024,Credit Card,,,,,,,
82606651-2fa3-4fbb-9e49-046f87bbeb19,Heather Vega,kwells@hotmail.com,East,Food,Pretty,4,152.96,611.84,08/06/2024,PayPal,,,,,,,
3143d05c-8ea8-4cc1-9331-d1624974ed2c,Jack Hopkins,haleyholland@gmail.com,East,Books,,8,474.6,3796.8,11/05/2024,Bank Transfer,,,,,,,
16e5536b-e4b7-423f-90b9-08409335d87f,James Butler,graceray@yahoo.com,East,Furniture,Heavy,6,392.05,2352.3,04/01/2024,Bank Transfer,,,,,,,
9af46425-aaf5-4d90-8fa1-bd92f66b36d8,James Mason,yfrank@gmail.com,East,Food,Growth,17,450.72,7662.24,20/06/2024,Bank Transfer,,,,,,,
4fa8c435-8fca-491e-847c-371991281751,James Stanley,icole@hotmail.com,East,Furniture,Rest,3,74.2,222.6,01/05/2024,Bank Transfer,,,,,,,
a9456468-2f49-47c2-968d-3a644749c648,James Thomas,clarkdavid@hotmail.com,East,Books,Education,2,491.28,982.56,08/06/2024,PayPal,,,,,,,
c88fa04c-2365-49de-997f-7c7111e9fb83,Jamie Warren,alevy@rowland-wade.com,East,Electronics,College,10,498.49,4984.9,02/01/2024,Bank Transfer,,,,,,,
4e37f46a-cedd-457e-9c89-b373356a3fcb,Janice Allen,uduffy@gmail.com,East,Clothing,Political,11,263.89,2902.79,30/01/2024,PayPal,,,,,,,
6ec83a35-e960-4f88-97cc-878f4cc420fd,Jason Padilla,livingstontaylor@humphrey.com,East,Food,Source,7,54.57,381.99,06/01/2024,Debit Card,,,,,,,
746abd20-bfff-4467-bf81-556fe2a6e644,Jason Porter,morenomichele@gmail.com,East,Clothing,Purpose,16,488.96,7823.36,19/06/2024,Credit Card,,,,,,,
de070892-6cad-45f9-9cff-90bcbf8452d2,Jason Vasquez,rperez@rodriguez-coleman.com,East,Electronics,Enter,7,474.04,3318.28,01/06/2024,Debit Card,,,,,,,
e61e6c60-adcc-40de-8030-986ee7dce509,Javier Gray,amyrodriguez@nelson.info,East,Clothing,Second,12,143.49,1721.88,09/03/2024,Debit Card,,,,,,,
74913e90-d316-4508-82d9-60d60962e69d,Jeff Chapman,downsveronica@gmail.com,East,Electronics,International,18,15.02,270.36,02/02/2024,Credit Card,,,,,,,
87e83a1c-76e8-4cd4-8190-596deb49ea19,Jeffrey Michael,angela27@yahoo.com,East,Electronics,Strategy,3,313.41,940.23,29/04/2024,Bank Transfer,,,,,,,
787d441e-6ef7-44ee-8446-ad60db11be33,Jeffrey Miranda,rowedale@gmail.com,East,Electronics,American,12,68.33,819.96,26/06/2024,Debit Card,,,,,,,
60a7916c-e2c3-4bc7-85c2-76ece3242b43,Jennifer Ashley,elizabethrodriguez@gonzalez.info,East,Clothing,System,16,311.44,4983.04,09/05/2024,Debit Card,,,,,,,
7eb7ea5c-f41c-4499-bcd8-45f1bc796774,Jeremy Perez,cgeorge@gmail.com,East,Clothing,Camera,10,283.74,2837.4,04/03/2024,Debit Card,,,,,,,
34cbef6b-bbd7-46e2-930d-a94137ddec9e,Jeremy Warner,juarezkurt@hotmail.com,East,Furniture,Reason,13,82.68,1074.84,22/03/2024,Bank Transfer,,,,,,,
e6b2f917-12b3-40a8-8ad7-2ccd4e7ce061,Jerome Evans,morrisonmark@ayers-daniel.com,East,Electronics,Too,15,236.02,3540.3,05/03/2024,Bank Transfer,,,,,,,
39e1b175-a04e-4dae-83ec-5765ca4f478b,Jesse Spencer,stacey59@hotmail.com,East,Furniture,Church,13,295.51,3841.63,21/08/2024,PayPal,,,,,,,
21ee5517-943d-4896-9a7c-cd786cf1c3bb,Jessica Atkins,stokeskyle@gmail.com,East,Clothing,With,5,66.32,331.6,01/01/2024,PayPal,,,,,,,
afffc930-c5c5-489c-a739-2e7d54c827a1,Jessica Ford,craignunez@green-hernandez.com,East,Food,Live,19,96.52,1833.88,25/01/2024,Credit Card,,,,,,,
38b5f699-b33e-46f9-8d42-cc4d407b9068,Jessica Roy,barbaraweiss@allen.com,East,Electronics,Beat,17,404.99,6884.83,20/06/2024,Debit Card,,,,,,,
6d41f9ac-b819-49f0-b84c-cd3b903c8382,Joe Santiago,brian84@miller-schmidt.net,East,Food,Fill,12,497.37,5968.44,10/01/2024,Credit Card,,,,,,,
918b4703-39b8-43c4-afa3-646c96f48412,John Ford,ugeorge@flores.com,East,Books,Raise,19,54.41,1033.79,09/06/2024,PayPal,,,,,,,
b5898602-21ec-4290-91d9-bdccdd21455e,John Mitchell,alexisevans@gmail.com,East,Books,Section,10,398.45,3984.5,10/01/2024,Credit Card,,,,,,,
2cf44f9a-42c0-43f1-9993-477c015f937a,Johnny Hernandez,,East,Clothing,Organization,5,198.41,992.05,25/01/2024,Credit Card,,,,,,,
5fb5fc79-fe4d-4e46-8331-1278a47704c3,Jonathan Cameron,jacqueline08@yahoo.com,East,Books,Expect,7,175.18,1226.26,12/02/2024,Credit Card,,,,,,,
d4e39a26-9aa0-45df-a2f9-5d337d6c20e7,Jose Brown,,East,Food,Political,12,367.63,4411.56,02/02/2024,Bank Transfer,,,,,,,
7c2d03ad-4b8b-4d38-8452-bbff9ecf5cd7,Joseph Phillips,jenniferfisher@dominguez.biz,East,Furniture,Eye,20,249.08,4981.6,05/07/2024,Credit Card,,,,,,,
8368460e-7d62-467d-bfb5-da62a2811607,Joseph Yang,wrightjohn@yahoo.com,East,Furniture,Born,15,405.13,6076.95,17/04/2024,Bank Transfer,,,,,,,
8773c499-6682-4de8-89a1-c76f9b822f11,Joshua Nielsen,frogers@compton.com,East,Books,Role,9,212.7,1914.3,03/06/2024,Credit Card,,,,,,,
10c64399-0582-48a1-9d7c-be6e6fa49eb8,Joshua Novak,diane23@bailey.com,East,Electronics,Land,17,126.05,2142.85,22/08/2024,PayPal,,,,,,,
1868e144-2532-4aad-a4fb-83e3cab9be58,Joshua Stephens,rebeccastevens@cervantes.net,East,Books,Common,5,142.1,710.5,04/02/2024,Debit Card,,,,,,,
324138fb-bfdf-4937-99da-827357b52b45,Joshua Thompson,ahayes@nolan.com,East,Electronics,Sit,16,134.27,2148.32,08/02/2024,PayPal,,,,,,,
6c08c067-4c32-48d9-9877-03fdb80c6a92,Judith Fisher,alishahart@leblanc.com,East,Furniture,Pm,2,107.39,214.78,06/08/2024,Bank Transfer,,,,,,,
8812539c-ea09-4336-b6f4-c26dfb410e24,Julie Pierce,lisa05@yahoo.com,East,Electronics,Shake,14,265.28,3713.92,30/03/2024,Debit Card,,,,,,,
8636299e-8554-414c-a6c6-c6b10f226a8e,Katelyn Rosales,michelleobrien@hotmail.com,East,Electronics,Information,16,250.7,4011.2,09/02/2024,Credit Card,,,,,,,
dfbe1279-b0b5-4796-9e96-3ff753523fca,Katherine Harris,fcarlson@arellano.org,East,Clothing,Section,1,480.53,480.53,18/01/2024,Debit Card,,,,,,,
16a5c2ac-4faa-4fb4-a777-a55594410b47,Kathleen Peterson,knelson@russell.com,East,Books,Education,16,395.7,6331.2,02/01/2024,Credit Card,,,,,,,
3fbfc27a-1f84-4074-9f39-caafedd4f1b9,Katie Johnston,martin81@yahoo.com,East,Electronics,Wish,10,434.26,4342.6,07/01/2024,PayPal,,,,,,,
265c1f0f-4685-4a84-8150-471b99b14c8a,Kayla Mckay,wjohnson@gmail.com,East,Clothing,Enjoy,3,375.47,1126.41,11/03/2024,PayPal,,,,,,,
d70bff9c-33eb-41ba-9dd3-4bceab12eb30,Keith Hall,freyes@rodriguez-cunningham.biz,East,Clothing,Billion,15,31.76,476.4,26/02/2024,PayPal,,,,,,,
404a14f6-9c08-4fa2-ac9b-e8a3444d815c,Keith Jones,,East,Food,Section,1,374.15,374.15,03/04/2024,PayPal,,,,,,,
000f100d-3884-4bc4-bf24-d8923206e603,Kellie Johnson,kweber@rivers.com,East,Clothing,Goal,3,477.27,1431.81,04/08/2024,Debit Card,,,,,,,
2f6f1d6d-70ec-48e5-aad4-766f9cbf6a66,Kelly Torres,oowens@gmail.com,East,Books,Suffer,11,351.79,3869.69,20/02/2024,PayPal,,,,,,,
b65c63e0-24f6-46e7-8433-dbbf4ed6dd6e,Kelsey Rocha,ballardbrandon@thompson.org,East,Food,Fall,1,184.85,184.85,06/08/2024,Bank Transfer,,,,,,,
dbfbd001-eeab-42fe-acf7-ce5eccdba639,Kenneth Christensen,nnguyen@austin.com,East,Furniture,Hotel,11,240.75,2648.25,15/07/2024,PayPal,,,,,,,
3ba90b64-c9a0-4864-bcee-34a907c73eb9,Kenneth Franco,mosborne@hunter.com,East,Furniture,,15,258.1,3871.5,17/01/2024,Debit Card,,,,,,,
90d79c76-ac48-4140-a1f0-2b961a488101,Kenneth Giles,michaelcollins@bell.com,East,Clothing,How,15,196.04,2940.6,26/08/2024,PayPal,,,,,,,
ff66ea16-25e7-49c6-b8a9-459b0dc583ce,Kenneth Lewis,wgibbs@yahoo.com,East,Books,Tough,10,104.72,1047.2,28/04/2024,Bank Transfer,,,,,,,
baa5daf1-5719-4c40-97f5-e219964353c3,Kenneth Mann,vanessadoyle@paul.com,East,Books,Special,16,266.5,4264,15/07/2024,Debit Card,,,,,,,
ea7d2394-f204-4678-aa69-8e6c0c5dfeb3,Kenneth Obrien,nathaniel89@oconnor-sanders.com,East,Clothing,Increase,8,411.73,3293.84,16/05/2024,Credit Card,,,,,,,
3728fa8c-32bd-406b-98e9-d8f992f65b2c,Kim Johnson,nicholasgriffin@yahoo.com,East,Food,Gun,3,173.97,521.91,08/02/2024,Bank Transfer,,,,,,,
efba13f8-eb7c-4a8e-b903-3694032dfd80,Kimberly Raymond,mschmidt@gmail.com,East,Electronics,Idea,1,85.51,85.51,16/06/2024,PayPal,,,,,,,
b0b52f5b-d620-41cd-a27d-5616afb50279,Kristen Stevens,tinamoore@dougherty-johnson.com,East,Food,Exactly,18,451.46,8126.28,03/04/2024,Credit Card,,,,,,,
f0e50c50-8ff2-4bc0-8bb3-5f4fe86efca7,Kyle Reed,tylerfreeman@johnson-riley.com,East,Food,Social,10,19.33,193.3,04/04/2024,Debit Card,,,,,,,
3c50ae90-8b58-46c4-b221-cf71df6edfb1,Laura Alvarez,brianbass@hotmail.com,East,Books,Sometimes,3,467.98,1403.94,26/05/2024,Credit Card,,,,,,,
0374631e-2c2f-4f51-b318-76668e4170e5,Laura Dixon,david72@hotmail.com,East,Furniture,War,8,36.62,292.96,06/01/2024,PayPal,,,,,,,
d327a671-ebba-440f-b667-30cd5e772aba,Lauren Gordon,,East,Clothing,Between,3,115.24,345.72,29/05/2024,Credit Card,,,,,,,
f32b8eb0-87d0-480d-bb8c-91fd519db9a1,Laurie Greene,shannon34@yahoo.com,East,Electronics,Lose,6,17.74,106.44,15/06/2024,Debit Card,,,,,,,
bec6fc23-83e6-42d7-b00f-d94768bd6809,Leslie Robinson,jillian76@hotmail.com,East,Clothing,Appear,4,403.52,1614.08,24/07/2024,PayPal,,,,,,,
177b06cf-cd6d-4e93-9462-50d9085fbb48,Linda Jones,darrengarcia@gmail.com,East,Clothing,War,19,275.9,5242.1,31/03/2024,Credit Card,,,,,,,
9867cd9c-7a6b-4218-9ba5-3578837e30b4,Lisa Castillo,michael27@jackson-hopkins.com,East,Clothing,,20,435.89,8717.8,20/04/2024,Bank Transfer,,,,,,,
be399d6a-1ffd-4c00-8985-5a62c30efe20,Lisa Cooper,mooreerica@gmail.com,East,Books,Blue,6,458.38,2750.28,16/02/2024,Credit Card,,,,,,,
6326f58f-7def-4195-b252-70f323a102d8,Lori King,ballkathryn@yahoo.com,East,Food,Majority,16,445.27,7124.32,16/03/2024,Debit Card,,,,,,,
d23c23d8-0285-4972-8c1f-f4411b092e1e,Marcus Jacobs,stacyramirez@gomez-espinoza.biz,East,Clothing,Quality,19,192.98,3666.62,10/07/2024,Credit Card,,,,,,,
c18a4cca-f92b-4adc-a7f0-4c32a5b3b417,Margaret Anderson,mthompson@valenzuela-wilson.com,East,Clothing,Human,7,296.53,2075.71,12/06/2024,Credit Card,,,,,,,
d7a607cf-1789-4547-8429-2531fe7639e5,Maria Ellis,michelle51@yahoo.com,East,Furniture,Street,7,87.67,613.69,28/02/2024,Debit Card,,,,,,,
